Node Number	Directional Heat Flux (W/m²)
35288	-3.1581e-008
35289	-1.7136e-007
35290	-1.7012e-007
35291	1.3111e-007
35292	-1.3454e-007
35293	1.0617e-008
35294	1.4209e-008
35295	3.7582e-008
35296	-8.0252e-008
35297	-2.9965e-007
35298	-4.6282e-008
35299	1.1186e-007
35300	2.3792e-007
35301	1.783e-007
35302	4.4971e-007
35303	-8.79e-008
35304	-1.6312e-009
35305	-2.2803e-008
35306	-1.4869e-007
35307	6.6682e-008
35308	4.2947e-008
35309	6.5122e-007
35310	-2.0101e-007
35311	2.5366e-007
35312	1.8005e-007
35313	4.2402e-007
35314	1.1089e-007
35315	-3.6504e-007
35316	-1.3838e-007
35317	-2.0484e-007
35318	-3.925e-007
35319	5.3728e-007
35320	-4.731e-007
35321	4.5306e-007
35322	2.1709e-008
35323	2.2969e-007
35324	-1.2872e-007
35325	-1.5854e-008
35326	-1.239e-007
35327	-7.2922e-008
35328	1.0182e-007
35329	-2.8517e-008
35330	3.0449e-008
35331	-2.2707e-007
35332	2.6716e-007
35333	-1.1788e-007
35334	2.6392e-007
35335	4.2527e-008
35336	-5.4027e-009
35337	8.969e-008
35338	2.4801e-007
35339	1.1554e-007
35340	3.4313e-009
35341	1.1158e-009
35342	-8.123e-008
35343	1.0358e-009
35344	1.7828e-008
35345	-2.0062e-008
35346	4.7825e-008
35347	1.2504e-008
35348	1.4304e-007
35349	1.4831e-008
35350	-1.6017e-008
35351	7.2054e-009
35352	-1.267e-007
35353	5.9679e-008
35354	-6.6602e-008
35355	4.6254e-008
35356	-9.6752e-009
35357	5.3355e-011
35358	1.1645e-008
35359	-7.4606e-008
35360	8.6356e-009
35361	-2.1471e-008
35362	-7.6908e-008
35363	3.226e-009
35364	-1.3942e-008
35365	-6.3089e-009
35366	3.8946e-009
35367	1.4225e-008
35368	8.7369e-008
35369	-8.2725e-008
35370	-9.7888e-009
35371	2.3189e-008
35372	-5.2624e-009
35373	-6.2201e-008
35374	-1.016e-008
35375	-9.3036e-008
35376	8.2753e-008
35377	-4.0106e-008
35378	4.9362e-008
35379	-2.8053e-008
35380	-1.2727e-007
35381	5.6561e-008
35382	1.226e-008
35383	-5.3532e-008
35384	2.522e-008
35385	1.0238e-008
35386	-7.5255e-009
35387	-3.3051e-009
35388	-2.247e-009
35389	-4.4625e-008
35390	1.2968e-008
35391	2.668e-009
35392	-1.8484e-008
35393	-8.6557e-009
35394	-4.4755e-008
35395	8.5611e-010
35396	5.5738e-008
35397	7.6788e-008
35398	-5.6139e-009
35399	-2.0315e-008
35400	-3.4897e-008
35401	1.1135e-007
35402	-1.3854e-008
35403	-2.2362e-008
35404	-3.3083e-008
35405	1.9875e-008
35406	2.8541e-008
35407	-2.6506e-008
35408	4.4013e-008
35409	2.7361e-008
35410	6.4956e-008
35411	1.4511e-007
35412	5.6742e-008
35413	6.3126e-008
35414	-5.1805e-008
35415	1.3604e-009
35416	-6.4069e-009
35417	-1.7117e-008
35418	1.3199e-008
35419	-5.6202e-008
35420	-6.5513e-009
35421	3.9e-008
35422	-3.6174e-008
35423	-5.7748e-008
35424	3.1807e-009
35425	9.4715e-008
35426	5.4012e-008
35427	7.0679e-009
35428	1.9522e-008
35429	3.5395e-008
35430	1.807e-008
35431	7.5244e-009
35432	1.888e-008
35433	7.1035e-008
35434	-5.1383e-009
35435	-1.0215e-007
35436	9.6508e-008
35437	6.4979e-008
35438	3.3826e-008
35439	7.542e-008
35440	-1.3434e-008
35441	-8.4179e-009
35442	5.6422e-009
35443	-6.3134e-008
35444	-2.8352e-008
35445	2.5017e-008
35446	4.292e-009
35447	-1.8258e-008
35448	1.5625e-008
35449	-2.7721e-008
35450	-4.5772e-009
35451	4.6563e-008
35452	5.319e-008
35453	1.5485e-008
35454	9.5809e-009
35455	-1.2734e-007
35456	-2.1781e-009
35457	-4.5319e-008
35458	6.2852e-008
35459	1.2003e-008
35460	-8.2856e-009
35461	4.633e-008
35462	2.2525e-008
35463	-2.1676e-008
35464	3.6862e-008
35465	3.4443e-009
35466	-2.0288e-009
35467	3.2341e-008
35468	-1.7576e-008
35469	3.7659e-008
35470	-6.4237e-009
35471	1.3456e-008
35472	-3.1866e-008
35473	-1.4927e-008
35474	3.3981e-008
35475	-5.7718e-009
35476	-5.1903e-008
35477	5.4981e-009
35478	4.2811e-008
35479	-2.4906e-008
35480	-2.5872e-008
35481	-1.0253e-008
35482	3.3649e-009
35483	1.0303e-008
35484	2.648e-008
35485	-1.16e-008
35486	-1.5793e-008
35487	2.3451e-009
35488	1.6337e-009
35489	2.0593e-008
35490	-5.2208e-008
35491	-1.1567e-007
35492	1.7151e-008
35493	-6.8868e-009
35494	4.3829e-008
35495	-2.4548e-009
35496	-2.5516e-009
35497	1.8468e-008
35498	1.1051e-008
35499	-3.1548e-009
35500	4.1384e-009
35501	8.1591e-009
35502	-6.1195e-009
35503	-7.2058e-008
35504	-7.3459e-008
35505	-6.7332e-009
35506	2.8778e-009
35507	3.7104e-008
35508	-4.7694e-009
35509	1.2284e-008
35510	-2.1431e-009
35511	5.5869e-008
35512	2.1087e-009
35513	2.2475e-008
35514	3.197e-009
35515	-3.8458e-008
35516	6.1477e-009
35517	4.5343e-009
35518	-5.6236e-010
35519	-1.1576e-008
35520	-5.3078e-009
35521	3.9298e-008
35522	-1.0117e-007
35523	7.9839e-009
35524	-7.1347e-009
35525	7.2198e-009
35526	1.0908e-008
35527	4.2809e-008
35528	-6.1373e-009
35529	-1.1207e-008
35530	1.4939e-008
35531	-6.2363e-008
35532	1.2772e-008
35533	-2.2032e-008
35534	-2.7009e-008
35535	-2.2816e-009
35536	-1.8412e-008
35537	-1.0334e-008
35538	-4.2932e-008
35539	-2.8376e-008
35540	2.0877e-008
35541	-1.3012e-008
35542	-1.5476e-008
35543	2.6076e-008
35544	6.2163e-008
35545	4.3787e-008
35546	8.683e-009
35547	1.7548e-008
35548	2.7538e-008
35549	-4.2077e-008
35550	5.8696e-010
35551	-4.1545e-008
35552	1.5996e-008
35553	-1.0299e-007
35554	6.683e-009
35555	-1.926e-009
35556	2.0553e-007
35557	-3.4883e-008
35558	1.3663e-008
35559	-1.3341e-008
35560	-6.7028e-011
35561	2.0631e-008
35562	-1.1764e-008
35563	6.8714e-008
35564	8.9833e-009
35565	-1.138e-008
35566	-9.5559e-008
35567	6.2559e-009
35568	-3.7937e-008
35569	2.5153e-008
35570	3.5701e-009
35571	-7.768e-009
35572	-5.2032e-008
35573	-2.1011e-008
35574	4.8061e-008
35575	-5.2612e-009
35576	1.4739e-007
35577	3.1142e-008
35578	2.9216e-008
35579	-1.2199e-008
35580	-8.2641e-008
35581	1.2601e-008
35582	-3.9271e-009
35583	1.5459e-007
35584	-9.7774e-008
35585	8.0844e-009
35586	-1.783e-007
35587	-3.8762e-008
35588	2.7408e-008
35589	2.0191e-008
35590	-3.6247e-008
35591	7.1907e-008
35592	-1.0646e-007
35593	9.7189e-008
35594	2.9488e-008
35595	-5.1276e-008
35596	1.7983e-008
35597	-3.964e-009
35598	2.2146e-008
35599	5.9762e-009
35600	3.8938e-008
35601	4.0276e-009
35602	2.8415e-009
35603	-1.2712e-007
35604	1.8697e-007
35605	8.9962e-008
35606	4.3895e-008
35607	8.6007e-008
35608	-6.5546e-008
35609	2.6853e-008
35610	-3.4382e-009
35611	-2.3538e-008
35612	2.6105e-008
35613	-6.3653e-008
35614	-6.3537e-008
35615	8.8803e-008
35616	-3.6502e-008
35617	-2.8598e-008
35618	1.0863e-007
35619	-3.1433e-007
35620	-9.9217e-008
35621	-1.5732e-008
35622	9.0669e-008
35623	-1.4645e-008
35624	-9.4316e-008
35625	7.1469e-009
35626	-1.4157e-007
35627	3.857e-008
35628	1.5432e-007
35629	-6.088e-008
35630	6.1999e-008
35631	-2.1203e-006
35632	-2.2969e-006
35633	-8.4476e-007
35634	-1.5905e-006
35635	-1.365e-006
35636	-1.4932e-008
35637	6.9541e-007
35638	5.2837e-007
35639	7.0549e-007
35640	5.916e-007
35641	6.7528e-007
35642	5.3299e-007
35643	5.4592e-007
35644	5.1397e-007
35645	-3.9936e-007
35646	-8.5598e-007
35647	-5.6641e-007
35648	-4.0586e-007
35649	-6.1849e-007
35650	-5.6178e-007
35651	-5.4161e-007
35652	-6.0635e-007
35653	-5.5173e-007
35654	-1.4564e-007
35655	2.0717e-007
35656	2.9085e-007
35657	-9.1654e-008
35658	3.3204e-007
35659	1.4856e-007
35660	-1.5213e-007
35661	-2.9266e-007
35662	-1.6577e-007
35663	-5.4827e-007
35664	-3.0805e-007
35665	-2.8789e-007
35666	-3.5262e-007
35667	1.7275e-007
35668	7.3974e-007
35669	3.2657e-007
35670	7.7554e-007
35671	7.8979e-007
35672	7.871e-007
35673	5.7229e-007
35674	5.2474e-007
35675	1.0969e-006
35676	3.5835e-007
35677	4.1122e-007
35678	3.2449e-007
35679	5.0781e-007
35680	-4.3865e-007
35681	-2.377e-007
35682	-2.0189e-007
35683	-3.6367e-007
35684	1.2834e-007
35685	-2.39e-007
35686	1.5636e-008
35687	2.3721e-009
35688	-2.0069e-007
35689	-2.7285e-007
35690	-5.3752e-008
35691	-8.9533e-008
35692	-1.1342e-007
35693	3.7892e-007
35694	-6.3072e-008
35695	8.0528e-007
35696	1.6675e-008
35697	2.0283e-007
35698	1.4966e-007
35699	1.2676e-007
35700	1.1613e-007
35701	-4.023e-008
35702	-4.303e-007
35703	-4.8222e-007
35704	-4.043e-007
35705	-3.2964e-007
35706	-2.6949e-007
35707	-2.7922e-007
35708	-2.9747e-007
35709	-2.7679e-007
35710	6.2038e-008
35711	8.9869e-008
35712	5.2741e-008
35713	1.1921e-007
35714	1.876e-007
35715	2.2285e-007
35716	1.7498e-007
35717	2.2093e-007
35718	1.9995e-007
35719	1.6822e-007
35720	1.8933e-007
35721	-3.0204e-007
35722	-3.3733e-007
35723	-1.6722e-007
35724	-1.7695e-007
35725	-1.6914e-007
35726	-1.952e-007
35727	2.485e-007
35728	6.8566e-007
35729	3.5526e-007
35730	7.8725e-007
35731	7.9534e-007
35732	7.0449e-007
35733	1.8699e-007
35734	-2.1663e-007
35735	2.1684e-008
35736	-1.5794e-008
35737	7.6369e-008
35738	3.7698e-008
35739	-2.1144e-007
35740	-1.1957e-007
35741	-8.6338e-008
35742	-2.4001e-007
35743	-2.0233e-007
35744	7.0143e-008
35745	3.6055e-007
35746	-1.4756e-007
35747	9.6644e-008
35748	3.2665e-008
35749	2.0688e-007
35750	8.6157e-008
35751	1.321e-008
35752	5.9267e-007
35753	2.238e-007
35754	5.1375e-007
35755	5.6427e-007
35756	3.9341e-007
35757	3.3318e-007
35758	3.7766e-007
35759	3.4394e-007
35760	3.8081e-007
35761	3.3922e-007
35762	-4.6244e-007
35763	-8.5329e-007
35764	-1.7249e-007
35765	-1.0437e-006
35766	-3.9149e-007
35767	-3.5306e-007
35768	-3.0951e-007
35769	-3.1796e-007
35770	1.1701e-007
35771	4.5748e-007
35772	1.2095e-007
35773	4.4293e-007
35774	2.8662e-007
35775	2.264e-007
35776	2.5911e-007
35777	2.3715e-007
35778	2.5401e-007
35779	-8.3315e-007
35780	-2.4792e-007
35781	-1.4247e-007
35782	-9.8921e-008
35783	-1.0976e-007
35784	-1.0737e-007
35785	-2.3163e-008
35786	-1.1485e-007
35787	-1.0322e-006
35788	-6.9853e-007
35789	-6.1053e-007
35790	-5.9453e-007
35791	-4.8696e-007
35792	-6.047e-007
35793	-9.7447e-007
35794	-4.2497e-007
35795	-1.0081e-006
35796	-1.0239e-006
35797	-1.0295e-006
35798	-8.0078e-007
35799	-9.0171e-008
35800	-2.1576e-007
35801	-3.0049e-007
35802	-2.628e-007
35803	-1.9977e-007
35804	5.3756e-008
35805	2.468e-007
35806	2.0531e-007
35807	2.8449e-007
35808	3.2309e-008
35809	2.6104e-007
35810	1.3509e-007
35811	4.7196e-007
35812	-2.9864e-007
35813	4.6049e-007
35814	5.3464e-007
35815	2.2067e-007
35816	2.4983e-007
35817	2.3628e-007
35818	2.576e-007
35819	1.6057e-007
35820	-6.422e-007
35821	-1.9941e-007
35822	-6.1003e-007
35823	1.7263e-007
35824	-9.072e-008
35825	-3.0533e-007
35826	5.6012e-007
35827	-1.3122e-007
35828	4.6705e-007
35829	2.4615e-007
35830	2.7012e-007
35831	2.6176e-007
35832	2.8308e-007
35833	2.0094e-007
35834	-6.6531e-007
35835	-2.9328e-007
35836	-9.3399e-007
35837	-5.5662e-007
35838	-5.3265e-007
35839	-6.0183e-007
35840	-1.1621e-006
35841	-9.7982e-007
35842	-1.0197e-006
35843	-7.4338e-007
35844	-6.4262e-007
35845	2.787e-007
35846	2.8489e-007
35847	1.5902e-007
35848	4.117e-007
35849	-5.0983e-007
35850	-2.4534e-007
35851	-8.6248e-008
35852	3.1018e-008
35853	-2.6303e-007
35854	-1.8526e-007
35855	-6.258e-007
35856	-4.9899e-007
35857	-4.9881e-007
35858	-2.0841e-007
35859	-8.2891e-007
35860	-3.8519e-007
35861	-3.5203e-007
35862	-3.6263e-007
35863	6.1169e-007
35864	1.1168e-007
35865	-3.2802e-009
35866	5.0446e-007
35867	2.7387e-007
35868	2.1762e-007
35869	2.9827e-007
35870	2.6015e-007
35871	2.55e-007
35872	2.9951e-007
35873	-7.5279e-007
35874	-8.6774e-007
35875	-8.534e-007
35876	-7.0734e-007
35877	-6.4685e-007
35878	-6.1788e-007
35879	-5.9214e-007
35880	2.2154e-007
35881	3.8373e-007
35882	3.6924e-007
35883	2.6698e-007
35884	2.4748e-007
35885	4.9543e-007
35886	3.2747e-007
35887	4.0813e-007
35888	3.6486e-007
35889	-3.7909e-007
35890	-2.3304e-007
35891	-2.5253e-007
35892	-1.7254e-007
35893	-4.6832e-007
35894	-5.0804e-007
35895	-5.8199e-007
35896	-5.3151e-007
35897	-2.6817e-007
35898	-4.5952e-007
35899	-2.7979e-007
35900	-7.3888e-007
35901	-2.2219e-007
35902	-6.2154e-007
35903	-7.4493e-007
35904	-7.4464e-007
35905	-5.7068e-007
35906	3.5082e-007
35907	-1.0827e-007
35908	2.3321e-008
35909	1.2043e-007
35910	2.0502e-007
35911	3.3713e-007
35912	5.1043e-008
35913	1.0557e-007
35914	2.2291e-007
35915	4.1887e-007
35916	-2.2295e-007
35917	-6.351e-007
35918	5.8024e-007
35919	1.8293e-007
35920	1.1344e-008
35921	6.3372e-007
35922	8.9024e-007
35923	9.2459e-008
35924	6.4412e-008
35925	-1.9041e-007
35926	-9.0854e-007
35927	-7.5931e-007
35928	-8.5415e-007
35929	-7.4133e-007
35930	-6.782e-007
35931	-7.2525e-007
35932	-6.8405e-007
35933	-7.0624e-007
35934	3.068e-007
35935	6.2761e-007
35936	1.3349e-006
35937	3.7001e-007
35938	9.5956e-007
35939	5.3715e-007
35940	4.4879e-007
35941	4.8651e-007
35942	-3.5693e-007
35943	-3.4812e-007
35944	-1.8098e-007
35945	-2.2804e-007
35946	-2.6933e-007
35947	-1.8683e-007
35948	-2.3161e-007
35949	-4.2999e-007
35950	-3.1548e-007
35951	-2.1697e-007
35952	-9.3968e-007
35953	-1.0196e-007
35954	-3.1e-008
35955	-3.7693e-007
35956	-1.4622e-007
35957	-3.022e-007
35958	-2.8379e-007
35959	-2.216e-007
35960	2.8045e-007
35961	4.463e-007
35962	-1.779e-007
35963	3.8059e-007
35964	4.1801e-007
35965	2.2134e-007
35966	-4.5851e-008
35967	3.6667e-007
35968	-1.4949e-008
35969	4.7286e-008
35970	1.7e-007
35971	1.0948e-007
35972	9.778e-007
35973	6.6928e-007
35974	-3.6537e-006
35975	5.3086e-007
35976	5.3385e-007
35977	1.0035e-006
35978	3.0407e-007
35979	5.918e-007
35980	6.0324e-007
35981	4.8945e-007
35982	-4.5327e-007
35983	3.8818e-007
35984	4.2879e-007
35985	8.8601e-007
35986	3.9118e-007
35987	4.4913e-007
35988	4.9126e-007
35989	3.8712e-007
35990	-4.1049e-006
35991	-1.3411e-007
35992	-1.2513e-007
35993	-7.4624e-008
35994	8.2656e-008
35995	-1.4713e-007
35996	-2.0653e-007
35997	1.415e-007
35998	1.4061e-007
35999	1.5205e-007
36000	3.8256e-008
36001	-4.2404e-006
36002	-4.4701e-006
36003	-1.114e-006
36004	4.0318e-008
36005	-3.0441e-007
36006	-2.6954e-007
36007	-5.5872e-007
36008	-2.1159e-007
36009	-1.6945e-007
36010	-1.0796e-006
36011	-5.8736e-007
36012	-7.8559e-007
36013	-4.0239e-007
36014	-1.0448e-006
36015	-8.9722e-007
36016	-8.3927e-007
36017	-7.9714e-007
36018	-3.8544e-007
36019	1.1978e-006
36020	-4.071e-007
36021	-4.7257e-007
36022	-1.163e-007
36023	-4.4539e-007
36024	-4.5867e-007
36025	-3.9431e-007
36026	-4.5106e-007
36027	-4.7112e-007
36028	-1.1218e-006
36029	-2.2342e-008
36030	-3.102e-007
36031	-3.3381e-007
36032	-9.5208e-007
36033	7.5872e-008
36034	-1.9398e-008
36035	-3.6136e-007
36036	-3.4849e-007
36037	-4.3154e-007
36038	-3.2292e-007
36039	-3.5416e-007
36040	-3.3882e-007
36041	-1.0249e-006
36042	-2.3473e-007
36043	-4.0838e-007
36044	-1.0267e-006
36045	-6.706e-007
36046	-3.955e-007
36047	-1.2087e-006
36048	-5.285e-007
36049	-3.4447e-007
36050	-2.1437e-007
36051	-5.2015e-007
36052	-4.0435e-007
36053	-1.2594e-007
36054	-3.9202e-007
36055	-1.7334e-007
36056	-1.2653e-007
36057	-1.3955e-007
36058	-1.8775e-007
36059	-1.4939e-007
36060	-1.2939e-007
36061	-1.7015e-007
36062	1.7249e-007
36063	1.5514e-007
36064	4.9644e-007
36065	2.0196e-007
36066	1.0486e-007
36067	1.7026e-007
36068	2.285e-007
36069	1.8339e-007
36070	2.071e-007
36071	1.6417e-006
36072	7.747e-007
36073	8.685e-007
36074	-2.8881e-008
36075	4.2013e-007
36076	1.0317e-007
36077	3.874e-007
36078	4.879e-007
36079	4.796e-007
36080	4.7135e-007
36081	4.6978e-007
36082	6.3674e-007
36083	1.0702e-006
36084	1.5497e-007
36085	1.1133e-006
36086	3.7027e-007
36087	6.568e-007
36088	6.8348e-007
36089	1.691e-006
36090	3.7391e-007
36091	5.6273e-007
36092	1.3164e-006
36093	3.7685e-007
36094	3.191e-007
36095	5.5442e-008
36096	3.4474e-008
36097	9.8835e-008
36098	4.2086e-008
36099	2.2028e-008
36100	9.9189e-008
36101	6.6964e-009
36102	7.314e-008
36103	1.6038e-006
36104	2.8996e-006
36105	2.0133e-006
36106	1.9601e-006
36107	1.6053e-006
36108	-3.1287e-006
36109	6.1187e-007
36110	-4.4239e-007
36111	-7.4925e-007
36112	-5.3396e-007
36113	-4.9034e-007
36114	1.0545e-010
36115	-2.0171e-007
36116	-1.9117e-007
36117	-2.2074e-007
36118	-4.3959e-006
36119	-8.3277e-008
36120	-2.6143e-006
36121	-9.0236e-007
36122	-1.1914e-006
36123	-2.3647e-006
36124	-1.0593e-006
36125	-6.746e-007
36126	-6.9272e-007
36127	-1.4113e-006
36128	-7.7854e-007
36129	-3.1023e-007
36130	-1.1421e-006
36131	-1.55e-006
36132	-3.6654e-007
36133	-3.6226e-007
36134	-2.429e-007
36135	-2.369e-007
36136	2.9182e-008
36137	-2.5698e-008
36138	-5.5247e-008
36139	-2.0516e-008
36140	-3.7496e-007
36141	1.7108e-007
36142	4.4939e-007
36143	-4.6175e-007
36144	-5.5516e-008
36145	-2.7487e-008
36146	-4.6161e-008
36147	-3.3032e-008
36148	2.9844e-006
36149	2.2525e-008
36150	4.649e-007
36151	7.802e-007
36152	-1.3495e-007
36153	-7.4036e-008
36154	2.4799e-006
36155	1.8968e-006
36156	5.316e-007
36157	4.0973e-007
36158	4.0358e-006
36159	-7.2638e-007
36160	2.4509e-006
36161	5.0333e-007
36162	4.5552e-007
36163	-6.0946e-007
36164	2.8414e-006
36165	7.0698e-008
36166	3.8482e-007
36167	7.9046e-008
36168	1.6326e-007
36169	1.9106e-006
36170	5.9334e-007
36171	7.3832e-007
36172	6.4305e-007
36173	-8.7673e-008
36174	5.8529e-007
36175	2.309e-007
36176	3.0828e-007
36177	3.2362e-007
36178	2.6748e-007
36179	1.8222e-006
36180	-2.1621e-007
36181	5.9756e-007
36182	2.1734e-007
36183	2.2372e-007
36184	2.8456e-007
36185	3.4115e-007
36186	2.3271e-007
36187	8.6335e-008
36188	-3.4939e-007
36189	-5.0795e-008
36190	1.5195e-007
36191	6.9232e-008
36192	1.4025e-007
36193	1.421e-006
36194	2.8876e-007
36195	1.1042e-007
36196	5.5533e-008
36197	9.0113e-008
36198	9.6488e-008
36199	-2.0705e-008
36200	3.0153e-008
36201	-6.8566e-008
36202	1.0277e-007
36203	2.5538e-008
36204	2.4502e-008
36205	1.196e-008
36206	7.4049e-009
36207	-3.15e-008
36208	7.6102e-008
36209	-7.936e-008
36210	-2.6646e-008
36211	7.47e-010
36212	1.4744e-008
36213	-1.9552e-009
36214	-4.4042e-009
36215	1.1657e-009
36216	1.1515e-008
36217	-1.3685e-008
36218	-3.1349e-007
36219	-8.8155e-008
36220	-1.5081e-007
36221	4.8788e-008
36222	5.1932e-008
36223	-3.7034e-008
36224	-5.396e-008
36225	-1.0822e-007
36226	-2.6567e-008
36227	-5.7215e-008
36228	1.2652e-007
36229	1.642e-008
36230	3.2365e-008
36231	-6.2505e-008
36232	1.0769e-008
36233	2.5799e-007
36234	2.0638e-007
36235	2.1275e-007
36236	1.4642e-007
36237	6.7494e-008
36238	3.3018e-007
36239	1.4077e-007
36240	-2.3029e-007
36241	-2.5364e-007
36242	-2.5019e-007
36243	-1.5487e-007
36244	-2.7382e-007
36245	-2.2895e-007
36246	-2.2715e-007
36247	1.3188e-007
36248	1.4616e-007
36249	1.1496e-007
36250	1.6798e-007
36251	1.4184e-007
36252	2.64e-008
36253	2.9036e-008
36254	4.3837e-008
36255	-5.4882e-008
36256	5.0856e-008
36257	7.3308e-009
36258	1.8318e-008
36259	2.4714e-008
36260	2.5644e-008
36261	-7.0965e-008
36262	-1.1227e-007
36263	9.0477e-008
36264	1.5113e-009
36265	4.9617e-009
36266	7.7568e-009
36267	-1.867e-008
36268	2.8001e-008
36269	-6.2698e-008
36270	8.3045e-008
36271	9.2862e-008
36272	1.9204e-008
36273	-1.8157e-008
36274	-2.0727e-008
36275	7.1466e-010
36276	2.0621e-008
36277	4.1384e-007
36278	-1.5118e-009
36279	-4.2634e-008
36280	2.1822e-009
36281	-3.0522e-008
36282	-2.7596e-008
36283	1.3623e-008
36284	-1.0017e-007
36285	-5.9821e-008
36286	4.0772e-008
36287	-7.3176e-008
36288	4.7944e-008
36289	-7.4481e-007
36290	-1.0845e-009
36291	-4.182e-007
36292	3.4867e-008
36293	-3.1474e-008
36294	2.1455e-008
36295	4.0894e-009
36296	2.6091e-008
36297	1.2809e-008
36298	2.0421e-008
36299	3.6372e-010
36300	1.7891e-008
36301	-6.503e-007
36302	7.911e-008
36303	-2.38e-009
36304	3.6682e-007
36305	-8.1552e-008
36306	-6.6747e-008
36307	8.2391e-008
36308	-5.3971e-008
36309	-3.7075e-008
36310	4.0991e-007
36311	-2.8198e-008
36312	-4.6569e-008
36313	-1.5619e-008
36314	-3.4457e-008
36315	-2.8975e-008
36316	-2.9975e-008
36317	-3.0328e-008
36318	-1.989e-008
36319	5.0232e-009
36320	2.8871e-007
36321	-6.5856e-008
36322	-5.7671e-009
36323	1.0171e-008
36324	-1.0399e-008
36325	-1.2501e-008
36326	-2.4336e-008
36327	-1.0892e-008
36328	-6.2922e-010
36329	-2.1063e-008
36330	-6.382e-009
36331	-1.4278e-008
36332	-2.412e-007
36333	2.4294e-008
36334	3.3907e-008
36335	-6.0473e-008
36336	-4.4241e-008
36337	5.537e-008
36338	1.1318e-008
36339	1.4255e-009
36340	2.1433e-008
36341	-6.0111e-007
36342	3.0047e-008
36343	-1.0295e-007
36344	-4.8101e-008
36345	-5.5083e-008
36346	-2.1536e-009
36347	-1.0387e-008
36348	2.4824e-009
36349	2.8051e-008
36350	9.1406e-008
36351	-5.4451e-008
36352	-1.0371e-007
36353	9.347e-009
36354	-1.3908e-008
36355	-2.3651e-008
36356	7.8996e-008
36357	1.4279e-007
36358	1.4252e-007
36359	1.1954e-007
36360	1.3012e-007
36361	1.1129e-007
36362	1.1421e-007
36363	1.098e-007
36364	-1.2056e-007
36365	-1.933e-008
36366	-3.408e-008
36367	-5.3612e-009
36368	-1.1595e-008
36369	8.277e-008
36370	6.3703e-008
36371	1.1153e-008
36372	4.1709e-009
36373	8.5612e-008
36374	5.8594e-008
36375	3.7578e-008
36376	-4.1748e-008
36377	5.7863e-008
36378	3.2711e-008
36379	-1.7324e-008
36380	5.6929e-009
36381	1.6107e-008
36382	7.1965e-009
36383	6.5571e-008
36384	1.2015e-007
36385	5.0433e-008
36386	2.9863e-008
36387	3.7514e-008
36388	-9.6155e-009
36389	2.9371e-008
36390	2.3815e-008
36391	4.1608e-008
36392	1.7254e-007
36393	5.4383e-008
36394	7.128e-008
36395	4.7421e-008
36396	8.4073e-008
36397	7.938e-008
36398	7.2408e-008
36399	-1.095e-007
36400	-1.2425e-007
36401	-1.0269e-007
36402	-1.6903e-007
36403	-1.0176e-007
36404	-1.161e-007
36405	-1.1967e-007
36406	2.0108e-006
36407	1.6587e-007
36408	2.7409e-007
36409	3.9875e-006
36410	2.7346e-006
36411	1.8972e-006
36412	1.9386e-006
36413	1.9201e-006
36414	1.9316e-006
36415	1.8178e-006
36416	1.7083e-007
36417	1.309e-007
36418	1.7225e-007
36419	1.5381e-007
36420	1.6525e-007
36421	5.1457e-008
36422	-2.1914e-006
36423	-3.6653e-007
36424	-3.4139e-006
36425	-2.056e-006
36426	-1.8686e-006
36427	-3.3515e-006
36428	-2.0117e-006
36429	-1.9546e-006
36430	-2.0471e-006
36431	-1.9807e-006
36432	-2.4112e-006
36433	1.3408e-006
36434	-1.2293e-006
36435	-3.1297e-006
36436	2.8844e-006
36437	-1.9033e-006
36438	-1.6141e-006
36439	-1.5387e-006
36440	-1.9103e-006
36441	-1.5216e-006
36442	-1.5918e-006
36443	8.3214e-007
36444	-1.1155e-006
36445	-2.0306e-006
36446	-2.2283e-006
36447	5.8419e-007
36448	-1.5481e-006
36449	-1.234e-006
36450	-1.424e-006
36451	5.2338e-007
36452	-4.6568e-007
36453	-8.2012e-007
36454	-1.0046e-006
36455	4.2229e-009
36456	-5.4439e-007
36457	-5.0068e-007
36458	-4.6249e-007
36459	8.127e-008
36460	7.1068e-007
36461	1.4711e-006
36462	9.3701e-007
36463	7.6863e-007
36464	7.7801e-007
36465	-7.468e-007
36466	6.7612e-007
36467	3.3273e-006
36468	1.8019e-006
36469	-4.972e-007
36470	-9.5326e-008
36471	1.2958e-006
36472	8.0817e-007
36473	1.1846e-006
36474	1.1748e-006
36475	2.5621e-006
36476	-7.2321e-007
36477	1.7431e-006
36478	4.3096e-006
36479	-2.517e-006
36480	2.5465e-006
36481	2.067e-006
36482	2.1856e-006
36483	1.9647e-006
36484	-2.4331e-007
36485	-2.4748e-007
36486	-6.0121e-008
36487	-2.1952e-007
36488	-1.9752e-007
36489	-2.108e-007
36490	-2.0572e-007
36491	-1.4608e-007
36492	-2.3857e-007
36493	-1.7213e-007
36494	1.1807e-007
36495	6.1082e-008
36496	-6.1487e-008
36497	-5.3606e-008
36498	5.6916e-008
36499	3.0583e-007
36500	8.7076e-008
36501	9.868e-008
36502	1.0566e-007
36503	1.5948e-006
36504	-1.8633e-006
36505	-1.832e-006
36506	3.0503e-006
36507	-3.3072e-006
36508	-2.2642e-006
36509	-1.6362e-006
36510	-2.9317e-006
36511	1.5076e-006
36512	-1.5029e-006
36513	-2.7816e-007
36514	-1.722e-006
36515	-1.615e-007
