Node Number	Total Deformation (m)
34183	6.9515e-009
34184	7.3104e-009
34185	7.2591e-009
34186	7.2782e-009
34187	7.286e-009
34188	7.2749e-009
34189	7.3235e-009
34190	7.2738e-009
34191	7.2294e-009
34192	7.2646e-009
34193	7.3651e-009
34194	7.3827e-009
34195	7.3562e-009
34196	7.2694e-009
34197	7.2158e-009
34198	7.0829e-009
34199	7.1668e-009
34200	6.9788e-009
34201	7.2766e-009
34202	7.0521e-009
34203	7.2879e-009
34204	7.1018e-009
34205	7.1865e-009
34206	7.0306e-009
34207	7.1206e-009
34208	7.3878e-009
34209	7.351e-009
34210	7.3891e-009
34211	7.293e-009
34212	7.1844e-009
34213	7.2317e-009
34214	7.185e-009
34215	7.2145e-009
34216	7.2082e-009
34217	7.0423e-009
34218	7.1087e-009
34219	7.1258e-009
34220	7.1953e-009
34221	7.2056e-009
34222	7.0835e-009
34223	7.3501e-009
34224	7.3803e-009
34225	7.1957e-009
34226	7.2826e-009
34227	7.3162e-009
34228	7.2579e-009
34229	7.3249e-009
34230	7.281e-009
34231	7.1213e-009
34232	7.272e-009
34233	7.3107e-009
34234	7.3673e-009
34235	7.4423e-009
34236	7.3434e-009
34237	7.3135e-009
34238	7.331e-009
34239	7.4246e-009
34240	7.4178e-009
34241	7.2503e-009
34242	7.2739e-009
34243	7.2426e-009
34244	7.3329e-009
34245	7.2637e-009
34246	7.2801e-009
34247	7.2678e-009
34248	7.3113e-009
34249	7.2585e-009
34250	7.2996e-009
34251	7.2921e-009
34252	7.1718e-009
34253	7.3932e-009
34254	7.2822e-009
34255	7.1688e-009
34256	7.2336e-009
34257	7.0111e-009
34258	7.0469e-009
34259	6.8375e-009
34260	6.8989e-009
34261	6.9267e-009
34262	6.9745e-009
34263	6.8576e-009
34264	6.821e-009
34265	6.8909e-009
34266	6.8127e-009
34267	6.69e-009
34268	6.8067e-009
34269	7.2654e-009
34270	7.2159e-009
34271	7.1508e-009
34272	3.094e-009
34273	2.8149e-009
34274	3.6022e-009
34275	4.4942e-009
34276	3.3587e-009
34277	1.0014e-008
34278	6.8338e-009
34279	6.9618e-009
34280	6.8275e-009
34281	2.663e-009
34282	2.6899e-009
34283	7.3062e-009
34284	6.8259e-009
34285	7.3338e-009
34286	6.8963e-009
34287	7.1351e-009
34288	7.1809e-009
34289	7.4197e-009
34290	7.1123e-009
34291	7.1761e-009
34292	6.9927e-009
34293	7.3308e-009
34294	7.4789e-009
34295	7.4571e-009
34296	7.0879e-009
34297	7.046e-009
34298	7.2314e-009
34299	7.0886e-009
34300	7.1202e-009
34301	7.1187e-009
34302	6.7536e-009
34303	6.8262e-009
34304	6.8824e-009
34305	6.7514e-009
34306	6.6408e-009
34307	6.9377e-009
34308	7.0111e-009
34309	3.3362e-009
34310	3.8181e-009
34311	1.0457e-008
34312	7.0143e-009
34313	6.961e-009
34314	6.9809e-009
34315	6.8113e-009
34316	6.8727e-009
34317	7.2759e-009
34318	7.33e-009
34319	7.2959e-009
34320	7.294e-009
34321	3.0569e-009
34322	3.0019e-009
34323	3.1592e-009
34324	6.982e-009
34325	6.7736e-009
34326	7.0113e-009
34327	7.0219e-009
34328	6.9553e-009
34329	7.0031e-009
34330	6.9056e-009
34331	6.6478e-009
34332	2.8728e-009
34333	2.8736e-009
34334	3.1196e-009
34335	4.1175e-009
34336	4.5896e-009
34337	3.5812e-009
34338	2.7655e-008
34339	2.7363e-009
34340	8.3755e-009
34341	2.7553e-009
34342	7.278e-009
34343	7.2376e-009
34344	2.2742e-009
34345	2.7516e-008
34346	2.8138e-008
34347	2.4046e-009
34348	2.3687e-009
34349	2.7589e-008
34350	6.8193e-009
34351	2.2948e-009
34352	2.2901e-009
34353	2.3066e-009
34354	2.3121e-009
34355	2.3034e-009
34356	2.328e-009
34357	2.3318e-009
34358	2.7947e-008
34359	2.8684e-008
34360	6.753e-009
34361	4.8743e-009
34362	5.898e-009
34363	2.8522e-008
34364	2.8383e-008
34365	6.8962e-009
34366	1.7095e-008
34367	2.3461e-008
34368	1.5746e-008
34369	1.55e-008
34370	1.6138e-008
34371	2.9262e-009
34372	6.9079e-009
34373	2.8781e-008
34374	2.8716e-008
34375	7.122e-009
34376	3.281e-009
34377	6.8888e-009
34378	6.6163e-009
34379	6.6448e-009
34380	6.5487e-009
34381	6.5628e-009
34382	7.7125e-009
34383	7.771e-009
34384	7.9255e-009
34385	7.8436e-009
34386	7.3206e-009
34387	7.3811e-009
34388	7.2565e-009
34389	7.2874e-009
34390	7.5174e-009
34391	7.5737e-009
34392	7.4986e-009
34393	7.5275e-009
34394	7.452e-009
34395	7.4947e-009
34396	7.3763e-009
34397	7.401e-009
34398	7.5755e-009
34399	7.5191e-009
34400	7.5237e-009
34401	7.5144e-009
34402	7.1034e-009
34403	7.1384e-009
34404	7.0559e-009
34405	7.0764e-009
34406	7.5417e-009
34407	7.5245e-009
34408	7.5613e-009
34409	7.5378e-009
34410	6.7053e-009
34411	6.7155e-009
34412	6.6396e-009
34413	6.6434e-009
34414	7.8121e-009
34415	7.7809e-009
34416	7.9416e-009
34417	8.0534e-009
34418	6.9419e-009
34419	6.9575e-009
34420	6.8937e-009
34421	6.9036e-009
34422	7.5415e-009
34423	7.5502e-009
34424	7.5524e-009
34425	7.5796e-009
34426	4.1841e-010
34427	6.8991e-010
34428	4.2806e-010
34429	4.309e-010
34430	6.5077e-010
34431	6.5104e-010
34432	3.3793e-010
34433	6.2148e-011
34434	2.1405e-010
34435	3.5676e-010
34436	3.4178e-010
34437	1.8754e-010
34438	1.0491e-010
34439	3.4665e-010
34440	3.5306e-010
34441	1.7843e-010
34442	1.5012e-010
34443	3.1376e-010
34444	3.6479e-010
34445	3.4547e-010
34446	1.4312e-010
34447	9.6794e-011
34448	1.4284e-009
34449	5.7452e-010
34450	4.2154e-010
34451	4.8306e-010
34452	4.6503e-010
34453	1.5254e-009
34454	1.3177e-009
34455	9.001e-010
34456	7.7791e-010
34457	6.9188e-010
34458	6.4932e-010
34459	2.6435e-010
34460	2.3768e-010
34461	5.1324e-011
34462	1.0208e-010
34463	1.1384e-010
34464	7.863e-011
34465	2.8809e-010
34466	2.4848e-010
34467	2.6541e-010
34468	1.2761e-010
34469	1.3427e-010
34470	1.1371e-010
34471	1.0103e-010
34472	2.2701e-010
34473	3.9717e-010
34474	2.5596e-010
34475	3.1979e-010
34476	7.6539e-011
34477	1.8738e-010
34478	3.3905e-010
34479	3.2881e-010
34480	1.9187e-010
34481	1.4904e-010
34482	2.302e-010
34483	2.7551e-011
34484	5.2876e-010
34485	3.3671e-010
34486	0.
34487	0.
34488	0.
34489	0.
34490	0.
34491	0.
34492	0.
34493	0.
34494	1.598e-009
34495	1.5745e-009
34496	1.5573e-009
34497	1.5447e-009
34498	2.3324e-009
34499	2.2964e-009
34500	2.2437e-009
34501	2.2287e-009
34502	1.4744e-009
34503	1.4578e-009
34504	1.4503e-009
34505	1.4434e-009
34506	2.1006e-009
34507	2.087e-009
34508	2.051e-009
34509	2.0447e-009
34510	1.6351e-009
34511	1.6392e-009
34512	1.6042e-009
34513	1.6024e-009
34514	2.3853e-009
34515	2.3857e-009
34516	2.3143e-009
34517	2.3103e-009
34518	1.9646e-009
34519	1.9606e-009
34520	1.8915e-009
34521	1.8865e-009
34522	2.8128e-009
34523	2.7916e-009
34524	2.7055e-009
34525	2.6891e-009
34526	2.261e-009
34527	2.3797e-009
34528	2.6924e-009
34529	3.2628e-009
34530	3.2807e-009
34531	2.7876e-009
34532	1.5113e-009
34533	9.6422e-010
34534	5.6982e-010
34535	4.5186e-010
34536	4.8767e-010
34537	4.7561e-010
34538	4.1743e-010
34539	1.5946e-009
34540	9.994e-010
34541	5.6777e-010
34542	3.2495e-010
34543	5.3818e-010
34544	5.6884e-010
34545	4.0336e-010
34546	2.1596e-010
34547	1.5429e-010
34548	2.8893e-010
34549	3.5095e-010
34550	3.0678e-010
34551	1.3903e-010
34552	1.0109e-010
34553	7.4579e-009
34554	7.4988e-009
34555	7.2833e-009
34556	7.3667e-009
34557	7.1606e-009
34558	5.1743e-009
34559	3.1612e-009
34560	2.5964e-009
34561	2.0896e-009
34562	6.9289e-009
34563	4.8309e-009
34564	2.6768e-009
34565	2.2822e-011
34566	1.7447e-011
34567	2.1018e-011
34568	2.2695e-011
34569	2.1801e-011
34570	5.2817e-011
34571	3.4147e-011
34572	5.598e-011
34573	5.5159e-011
34574	2.7482e-011
34575	3.8706e-011
34576	2.6822e-011
34577	2.7382e-011
34578	1.7643e-011
34579	2.1668e-011
34580	1.7528e-011
34581	1.8286e-011
34582	2.3557e-011
34583	2.0884e-011
34584	1.8717e-011
34585	1.8095e-011
34586	2.511e-011
34587	2.14e-011
34588	2.8879e-011
34589	2.6845e-011
34590	4.4372e-011
34591	3.551e-011
34592	4.199e-011
34593	4.4994e-011
34594	2.479e-011
34595	3.2716e-011
34596	2.3692e-011
34597	4.804e-010
34598	1.5835e-009
34599	1.6526e-009
34600	2.6274e-009
34601	3.1347e-009
34602	2.9373e-009
34603	4.2119e-010
34604	3.1019e-010
34605	3.5165e-011
34606	2.0839e-011
34607	1.6634e-011
34608	3.5965e-011
34609	1.1565e-010
34610	6.1097e-010
34611	6.4812e-010
34612	4.0038e-010
34613	6.0269e-010
34614	1.1211e-010
34615	3.5505e-011
34616	2.6076e-011
34617	5.8028e-011
34618	2.1089e-010
34619	4.3021e-010
34620	3.938e-010
34621	5.9261e-010
34622	5.9989e-010
34623	4.1581e-010
34624	6.3704e-010
34625	1.5619e-009
34626	1.127e-010
34627	3.5682e-011
34628	1.6587e-011
34629	2.0617e-011
34630	3.4438e-011
34631	2.9372e-010
34632	4.8663e-010
34633	3.0953e-009
34634	2.8198e-009
34635	2.0714e-009
34636	4.1889e-010
34637	2.0761e-010
34638	5.7529e-011
34639	2.5986e-011
34640	3.5349e-011
34641	1.1044e-010
34642	8.6639e-009
34643	8.3645e-009
34644	7.6419e-009
34645	7.6463e-009
34646	7.5529e-009
34647	7.5443e-009
34648	7.512e-009
34649	7.5953e-009
34650	7.5079e-009
34651	7.5126e-009
34652	7.6384e-009
34653	7.6479e-009
34654	7.5077e-009
34655	7.5191e-009
34656	4.7834e-010
34657	1.7028e-009
34658	1.9698e-009
34659	2.8082e-009
34660	3.3427e-009
34661	3.279e-009
34662	4.0887e-010
34663	2.8918e-010
34664	4.0645e-011
34665	2.2403e-011
34666	1.7087e-011
34667	3.3605e-011
34668	9.9085e-011
34669	7.2536e-010
34670	3.794e-010
34671	6.6878e-010
34672	9.885e-011
34673	3.648e-011
34674	2.7e-011
34675	5.9036e-011
34676	1.8744e-010
34677	4.9264e-010
34678	5.7588e-010
34679	3.9172e-010
34680	7.4493e-010
34681	1.6761e-009
34682	8.5329e-011
34683	3.4595e-011
34684	1.6428e-011
34685	2.1756e-011
34686	4.0588e-011
34687	3.085e-010
34688	5.7755e-010
34689	3.2641e-009
34690	3.089e-009
34691	2.2273e-009
34692	3.5621e-010
34693	5.258e-010
34694	1.7057e-010
34695	6.2268e-011
34696	2.6258e-011
34697	3.5485e-011
34698	9.4001e-011
34699	6.8218e-010
34700	1.814e-009
34701	2.6907e-009
34702	2.6071e-009
34703	3.8759e-010
34704	4.2819e-010
34705	4.3277e-010
34706	4.2732e-010
34707	2.732e-011
34708	1.448e-011
34709	1.7903e-011
34710	1.3769e-011
34711	1.431e-011
34712	1.9171e-011
34713	1.4157e-011
34714	2.1612e-011
34715	2.0377e-011
34716	7.782e-011
34717	3.5843e-011
34718	8.9134e-011
34719	8.6931e-011
34720	3.3478e-011
34721	5.1814e-011
34722	2.8214e-011
34723	2.1179e-009
34724	2.0081e-009
34725	1.9711e-009
34726	2.0124e-009
34727	2.3763e-009
34728	2.4122e-009
34729	2.1387e-009
34730	2.1505e-009
34731	2.4886e-009
34732	2.4689e-009
34733	2.918e-009
34734	3.0123e-009
34735	2.0552e-009
34736	2.0572e-009
34737	1.6695e-009
34738	1.6695e-009
34739	1.4791e-009
34740	1.487e-009
34741	1.6178e-009
34742	1.6262e-009
34743	0.
34744	0.
34745	0.
34746	0.
34747	0.
34748	0.
34749	0.
34750	0.
34751	0.
34752	0.
34753	0.
34754	3.3756e-011
34755	3.809e-011
34756	0.
34757	0.
34758	3.9594e-011
34759	0.
34760	0.
34761	0.
34762	0.
34763	0.
34764	0.
34765	0.
34766	0.
34767	9.9216e-010
34768	2.9817e-010
34769	3.4712e-010
34770	4.0552e-010
34771	2.8021e-010
34772	2.9722e-011
34773	2.277e-011
34774	2.4908e-011
34775	2.7308e-011
34776	3.0098e-011
34777	2.9564e-011
34778	2.7423e-011
34779	2.4917e-011
34780	2.2696e-011
34781	3.2747e-011
34782	4.121e-011
34783	3.6975e-011
34784	3.0461e-011
34785	2.8225e-011
34786	2.608e-011
34787	3.4513e-011
34788	3.6471e-011
34789	3.8856e-011
34790	4.3502e-011
34791	3.5977e-011
34792	3.8436e-011
34793	4.0893e-011
34794	4.3444e-011
34795	4.3236e-011
34796	4.0996e-011
34797	3.8493e-011
34798	3.6627e-011
34799	3.3215e-011
34800	2.5014e-011
34801	2.7867e-011
34802	3.0517e-011
34803	4.1371e-011
34804	3.7274e-011
34805	3.8712e-011
34806	3.6153e-011
34807	3.3289e-011
34808	3.0764e-011
34809	4.292e-011
34810	4.302e-011
34811	3.1262e-011
34812	3.7282e-010
34813	5.3968e-010
34814	1.7248e-009
34815	5.579e-010
34816	4.0646e-010
34817	6.9944e-009
34818	6.9862e-009
34819	6.7641e-009
34820	6.7654e-009
34821	7.1811e-009
34822	7.1631e-009
34823	7.5608e-009
34824	7.5453e-009
34825	7.4493e-009
34826	7.4049e-009
34827	6.6968e-009
34828	6.6763e-009
34829	1.8294e-009
34830	2.5879e-009
34831	3.0817e-009
34832	2.9009e-009
34833	1.7451e-010
34834	1.5137e-010
34835	2.83e-010
34836	3.4413e-010
34837	3.0084e-010
34838	1.3556e-010
34839	1.0023e-010
34840	7.6166e-011
34841	1.9074e-010
34842	3.4644e-010
34843	3.3564e-010
34844	1.956e-010
34845	1.5019e-010
34846	3.1544e-009
34847	2.8573e-009
34848	2.1033e-009
34849	7.5826e-009
34850	7.9308e-009
34851	7.0875e-009
34852	7.5813e-009
34853	7.8516e-009
34854	7.1532e-009
34855	7.6492e-009
34856	7.6283e-009
34857	7.5448e-009
34858	7.7564e-009
34859	7.7244e-009
34860	7.6373e-009
34861	7.7796e-009
34862	7.7322e-009
34863	7.6908e-009
34864	7.7677e-009
34865	7.697e-009
34866	7.7002e-009
34867	7.6139e-009
34868	7.6439e-009
34869	7.4309e-009
34870	7.6618e-009
34871	7.6755e-009
34872	7.4749e-009
34873	7.6091e-009
34874	7.9031e-009
34875	7.2081e-009
34876	7.5683e-009
34877	7.8457e-009
34878	7.1526e-009
34879	7.5356e-009
34880	7.6349e-009
34881	7.29e-009
34882	7.5385e-009
34883	7.6108e-009
34884	7.3143e-009
34885	1.0286e-010
34886	3.0318e-010
34887	3.8358e-010
34888	2.7134e-010
34889	6.1314e-011
34890	6.3241e-011
34891	2.3676e-010
34892	3.6939e-010
34893	3.8519e-010
34894	2.6361e-010
34895	4.7796e-011
34896	8.1329e-010
34897	4.062e-010
34898	5.1985e-010
34899	4.3506e-010
34900	7.5313e-010
34901	7.5452e-010
34902	9.5936e-010
34903	4.4553e-011
34904	1.0922e-010
34905	7.8796e-011
34906	1.7676e-010
34907	1.9256e-010
34908	4.4786e-010
34909	1.9514e-009
34910	1.9227e-009
34911	1.785e-009
34912	1.7681e-009
34913	1.9993e-009
34914	1.9989e-009
34915	2.3397e-009
34916	2.3278e-009
34917	4.206e-010
34918	3.8038e-010
34919	3.5606e-010
34920	4.0307e-010
34921	3.3244e-010
34922	5.5532e-010
34923	4.1111e-010
34924	7.3144e-009
34925	7.3917e-009
34926	7.4659e-009
34927	2.2297e-009
34928	2.1862e-009
34929	2.5269e-009
34930	1.4377e-009
34931	1.6758e-009
34932	2.3903e-011
34933	1.8357e-011
34934	4.3962e-011
34935	2.49e-011
34936	3.0897e-011
34937	4.8156e-011
34938	1.9252e-011
34939	2.439e-011
34940	6.5125e-010
34941	5.9698e-010
34942	5.8618e-010
34943	6.3967e-010
34944	7.9524e-009
34945	8.4874e-009
34946	7.9376e-009
34947	4.4059e-010
34948	2.4553e-009
34949	2.9617e-009
34950	3.6053e-009
34951	1.6249e-009
34952	1.4415e-011
34953	2.8676e-011
34954	1.7733e-011
34955	2.2026e-011
34956	5.896e-011
34957	4.1364e-010
34958	6.1236e-010
34959	5.1306e-010
34960	7.2299e-010
34961	6.9126e-010
34962	6.3521e-010
34963	6.591e-010
34964	6.1909e-010
34965	5.7e-010
34966	4.8511e-010
34967	3.8149e-010
34968	1.8107e-010
34969	2.6221e-010
34970	5.8121e-011
34971	2.6793e-011
34972	3.7031e-011
34973	9.8336e-011
34974	3.4889e-010
34975	4.8303e-010
34976	4.1355e-010
34977	5.405e-010
34978	7.255e-010
34979	6.7568e-010
34980	6.5211e-010
34981	5.2924e-010
34982	5.5527e-011
34983	2.0814e-011
34984	1.7799e-011
34985	2.6209e-011
34986	3.176e-011
34987	3.3928e-009
34988	2.8581e-009
34989	3.3208e-010
34990	8.5778e-011
34991	3.6044e-011
34992	2.5828e-011
34993	5.4963e-011
34994	5.7641e-010
34995	4.6553e-010
34996	6.5997e-010
34997	6.0264e-010
34998	1.1373e-009
34999	2.3125e-009
35000	2.8535e-009
35001	2.1091e-009
35002	3.3753e-010
35003	3.2589e-010
35004	3.9204e-010
35005	2.2708e-011
35006	1.5131e-011
35007	1.3346e-011
35008	1.6244e-011
35009	2.6801e-011
35010	5.1539e-011
35011	7.6525e-011
35012	5.2552e-011
35013	5.003e-010
35014	2.2264e-011
35015	2.1262e-011
35016	2.5191e-011
35017	3.4932e-011
35018	3.3916e-011
35019	3.7644e-011
35020	2.2854e-011
35021	3.0739e-011
35022	1.9341e-009
35023	2.7118e-009
35024	2.3691e-009
35025	3.2423e-009
35026	2.9396e-009
35027	3.0097e-009
35028	1.6043e-010
35029	1.7182e-010
35030	3.106e-010
35031	2.2649e-010
35032	3.4578e-010
35033	3.4054e-010
35034	2.5177e-010
35035	3.2396e-010
35036	1.6133e-010
35037	8.7362e-011
35038	8.8336e-011
35039	2.564e-010
35040	1.5939e-010
35041	3.53e-010
35042	3.3105e-010
35043	3.1872e-010
35044	3.4816e-010
35045	1.7714e-010
35046	2.3051e-010
35047	1.6372e-010
35048	3.0592e-009
35049	2.7484e-009
35050	2.9861e-009
35051	1.9793e-009
35052	2.4026e-009
35053	6.8347e-010
35054	4.7487e-010
35055	5.0361e-010
35056	5.691e-010
35057	3.5433e-010
35058	3.1664e-010
35059	4.3197e-010
35060	2.8566e-010
35061	5.5149e-010
35062	2.8277e-009
35063	3.2273e-009
35064	2.539e-009
35065	1.3357e-009
35066	9.5861e-010
35067	1.893e-009
35068	3.3664e-009
35069	3.7311e-009
35070	3.6793e-009
35071	2.1332e-009
35072	2.6285e-009
35073	3.191e-009
35074	1.9787e-009
35075	2.4657e-009
35076	4.4138e-010
35077	3.3367e-010
35078	3.2488e-010
35079	4.1947e-010
35080	4.5818e-010
35081	3.9096e-010
35082	4.0837e-010
35083	4.0893e-010
35084	1.5104e-009
35085	1.8161e-009
35086	1.8958e-009
35087	8.359e-010
35088	1.4725e-010
35089	7.3255e-011
35090	1.1672e-010
35091	7.5208e-011
35092	1.6949e-010
35093	1.4616e-010
35094	1.8482e-010
35095	1.7718e-010
35096	1.8114e-010
35097	1.2429e-010
35098	8.4863e-011
35099	4.9145e-011
35100	9.3399e-011
35101	1.2912e-010
35102	1.1569e-010
35103	8.4368e-011
35104	5.1439e-011
35105	6.6539e-011
35106	1.0338e-010
35107	8.9886e-011
35108	4.6858e-010
35109	5.3139e-010
35110	5.0934e-011
35111	2.0477e-010
35112	3.5598e-010
35113	3.9997e-010
35114	3.0755e-010
35115	4.7199e-011
35116	3.72e-010
35117	3.817e-010
35118	2.6294e-010
35119	1.9765e-010
35120	2.4882e-010
35121	1.8406e-010
35122	2.1562e-010
35123	1.2735e-010
35124	3.7575e-010
35125	1.1125e-010
35126	7.68e-009
35127	7.1349e-009
35128	7.6414e-009
35129	7.3523e-009
35130	7.7505e-009
35131	7.6677e-009
35132	7.7749e-009
35133	7.7884e-009
35134	7.7816e-009
35135	7.8031e-009
35136	7.8302e-009
35137	7.8683e-009
35138	7.6437e-009
35139	7.4804e-009
35140	7.6509e-009
35141	7.609e-009
35142	7.6962e-009
35143	7.2103e-009
35144	7.6242e-009
35145	7.3861e-009
35146	7.579e-009
35147	7.3182e-009
35148	7.5611e-009
35149	7.4453e-009
35150	9.8631e-010
35151	2.5186e-010
35152	5.6938e-011
35153	2.27e-011
35154	2.0856e-011
35155	6.7994e-011
35156	3.2702e-011
35157	1.7193e-011
35158	3.3447e-011
35159	2.1256e-010
35160	3.2824e-010
35161	3.5125e-011
35162	3.5491e-011
35163	1.5477e-010
35164	7.7174e-011
35165	2.5515e-011
35166	5.7398e-011
35167	4.3905e-010
35168	3.6381e-011
35169	3.7014e-011
35170	3.9416e-011
35171	2.3347e-011
35172	2.7524e-011
35173	2.349e-011
35174	2.5177e-011
35175	2.7517e-011
35176	2.6215e-010
35177	6.9051e-011
35178	2.618e-011
35179	2.0373e-011
35180	3.8534e-011
35181	4.0977e-011
35182	1.4121e-011
35183	1.0451e-011
35184	2.4092e-011
35185	2.1771e-011
35186	3.3572e-011
35187	0.
35188	2.0345e-009
35189	1.8635e-009
35190	2.1028e-009
35191	2.4863e-009
35192	4.6555e-010
35193	9.4581e-010
35194	1.1076e-009
35195	4.5264e-010
35196	1.5198e-009
35197	1.3985e-009
35198	4.9355e-010
35199	4.6555e-010
35200	1.2788e-009
35201	8.7579e-010
35202	8.611e-010
35203	5.4133e-010
35204	4.9901e-010
35205	2.8746e-011
35206	3.6317e-011
35207	3.567e-011
35208	2.5635e-010
35209	1.8163e-010
35210	4.2922e-010
35211	1.2349e-010
35212	1.5737e-011
35213	1.5674e-011
35214	2.0831e-011
35215	5.2194e-010
35216	9.4357e-010
35217	2.2314e-009
35218	2.68e-009
35219	6.7492e-009
35220	4.6623e-009
35221	5.4182e-009
35222	6.2136e-009
35223	6.301e-009
35224	4.8037e-009
35225	8.0014e-009
35226	4.4525e-009
35227	6.754e-009
35228	5.8023e-009
35229	3.8089e-009
35230	5.7353e-009
35231	7.0624e-011
35232	1.4224e-010
35233	2.3798e-010
35234	3.1083e-010
35235	4.2913e-010
35236	5.138e-010
35237	1.0023e-009
35238	1.4697e-009
35239	1.272e-009
35240	2.4493e-009
35241	2.2938e-009
35242	9.8001e-010
35243	9.0572e-010
35244	1.9002e-009
35245	1.1031e-009
35246	1.5838e-009
35247	1.733e-009
35248	2.2199e-009
35249	1.906e-009
35250	1.6977e-009
35251	1.8425e-009
35252	7.2906e-009
35253	7.7035e-009
35254	7.4557e-009
35255	7.6417e-009
35256	7.1296e-009
35257	8.0697e-009
35258	7.4702e-009
35259	7.7993e-009
35260	7.4303e-009
35261	7.7013e-009
35262	7.5665e-009
35263	7.6969e-009
35264	7.5955e-009
35265	7.6527e-009
35266	7.6704e-009
35267	7.6921e-009
35268	7.5183e-009
35269	7.609e-009
35270	7.576e-009
35271	7.6598e-009
35272	7.0878e-009
35273	8.162e-009
35274	7.3908e-009
35275	7.8407e-009
35276	3.2855e-009
35277	2.2695e-009
35278	2.3031e-009
35279	4.3883e-010
35280	4.4678e-010
35281	1.9189e-009
35282	1.9681e-009
35283	7.518e-009
35284	7.5918e-009
35285	7.5295e-009
35286	7.5131e-009
35287	7.5209e-009
35288	7.5726e-009
35289	7.5069e-009
35290	7.5586e-009
35291	7.5019e-009
35292	7.5667e-009
35293	7.6707e-009
35294	7.5921e-009
35295	7.7763e-009
35296	7.5497e-009
35297	7.6855e-009
35298	7.6003e-009
35299	7.5204e-009
35300	7.5587e-009
35301	7.519e-009
35302	7.5367e-009
35303	7.589e-009
35304	7.5259e-009
35305	7.5164e-009
35306	7.5192e-009
35307	7.5479e-009
35308	7.5106e-009
35309	7.5188e-009
35310	7.5302e-009
35311	7.4866e-009
35312	7.4832e-009
35313	7.6362e-009
35314	7.6507e-009
35315	7.6606e-009
35316	7.6172e-009
35317	7.4774e-009
35318	7.4889e-009
35319	7.897e-009
35320	7.8976e-009
35321	7.6041e-009
35322	2.3564e-009
35323	2.7085e-009
35324	2.6607e-009
35325	2.2531e-009
35326	2.1124e-009
35327	2.3654e-009
35328	2.5136e-009
35329	2.2196e-009
35330	2.2367e-009
35331	2.4743e-009
35332	2.4165e-009
35333	2.5066e-009
35334	2.2691e-009
35335	2.5854e-009
35336	2.4963e-009
35337	2.1667e-009
35338	2.1595e-009
35339	0.
35340	0.
35341	0.
35342	0.
35343	0.
35344	3.6398e-011
35345	2.6392e-011
35346	3.5804e-011
35347	2.9922e-011
35348	2.1813e-011
35349	3.1662e-011
35350	1.2083e-009
35351	1.6726e-010
35352	7.6071e-009
35353	2.1032e-011
35354	6.2272e-009
35355	1.7111e-009
35356	7.615e-009
35357	2.1636e-009
35358	2.5269e-011
35359	1.9621e-009
35360	1.9822e-009
35361	6.0835e-011
35362	7.2427e-009
35363	2.5788e-011
35364	7.3131e-009
35365	1.7579e-010
35366	3.3346e-011
35367	2.2362e-010
35368	7.509e-009
35369	2.3605e-011
35370	1.3341e-011
35371	1.3622e-009
35372	4.5811e-009
35373	3.5811e-010
35374	7.6585e-009
35375	7.7057e-009
35376	7.5997e-009
35377	2.7387e-011
35378	6.5499e-009
35379	7.6078e-009
35380	7.0944e-009
35381	1.7409e-010
35382	7.6814e-009
35383	2.022e-011
35384	1.8214e-010
35385	2.3547e-011
35386	4.5979e-011
35387	2.4208e-010
35388	1.3263e-011
35389	9.7481e-012
35390	1.84e-009
35391	1.158e-009
35392	1.5406e-010
35393	7.2677e-009
35394	7.1801e-009
35395	9.6041e-012
35396	1.687e-011
35397	3.1611e-010
35398	7.588e-009
35399	1.3257e-009
35400	7.8646e-009
35401	2.5735e-009
35402	6.2918e-009
35403	2.0595e-009
35404	7.0888e-009
35405	7.0591e-009
35406	2.0129e-011
35407	1.2877e-010
35408	1.9834e-009
35409	1.3125e-010
35410	7.6264e-009
35411	4.548e-010
35412	2.0861e-009
35413	4.7902e-010
35414	3.3044e-010
35415	3.2895e-010
35416	7.0164e-009
35417	7.6328e-009
35418	7.7024e-009
35419	3.4896e-010
35420	2.6727e-011
35421	1.6851e-011
35422	2.6118e-010
35423	7.8278e-009
35424	1.3468e-009
35425	6.8256e-009
35426	7.5016e-009
35427	1.6661e-009
35428	1.7323e-009
35429	2.9077e-011
35430	2.9957e-010
35431	1.773e-011
35432	2.5644e-009
35433	7.6982e-009
35434	6.7952e-009
35435	7.2071e-009
35436	7.619e-009
35437	7.5847e-009
35438	3.0507e-011
35439	7.3527e-009
35440	2.5553e-010
35441	1.5008e-009
35442	2.0215e-009
35443	7.6488e-009
35444	7.6278e-009
35445	9.7479e-010
35446	2.2762e-010
35447	1.3504e-010
35448	1.633e-009
35449	7.4786e-009
35450	7.468e-010
35451	7.1475e-009
35452	7.2931e-009
35453	7.6121e-009
35454	9.9886e-010
35455	7.0855e-009
35456	3.2108e-011
35457	7.509e-009
35458	7.9177e-009
35459	6.9731e-009
35460	1.2639e-011
35461	3.098e-009
35462	1.2917e-009
35463	2.517e-011
35464	1.6309e-009
35465	5.8584e-009
35466	7.4781e-009
35467	7.3046e-009
35468	6.1118e-009
35469	6.6431e-009
35470	3.9946e-011
35471	3.1883e-011
35472	1.3861e-009
35473	6.7732e-009
35474	1.89e-010
35475	1.5039e-009
35476	6.5272e-009
35477	6.2227e-009
35478	6.7165e-009
35479	1.766e-009
35480	7.1097e-009
35481	7.0342e-009
